source,target,weight,time
1102,203,1,12
203,189,1,12
189,203,1,12
203,305,1,12
305,203,1,12
203,119,1,12
119,203,1,12
1832,364,1,12
364,1832,1,12
1832,1813,1,12
1813,1832,1,12
1832,1713,1,12
1713,1832,1,12
1832,1749,1,12
1749,1832,1,12
1832,1812,1,12
1812,1832,1,12
1832,1729,1,12
1729,1832,1,12
1832,1780,1,12
1780,1832,1,12
1833,1193,1,12
1193,1833,1,12
1833,1299,1,12
1299,1833,1,12
1833,2,1,12
2,1833,1,12
1833,186,1,12
186,1833,1,12
1833,9,1,12
9,1833,1,12
1833,766,1,12
766,1833,1,12
1833,446,1,12
446,1833,1,12
1833,119,1,12
119,1833,1,12
1833,1790,1,12
1790,1833,1,12
1833,1756,1,12
1756,1833,1,12
1833,195,1,12
195,1833,1,12
168,181,1,12
181,168,1,12
168,125,1,12
125,168,1,12
168,208,1,12
208,168,1,12
168,104,1,12
104,168,1,12
168,119,1,12
119,168,1,12
168,139,1,12
139,168,1,12
217,1766,1,12
1766,217,1,12
217,120,1,12
120,217,1,12
217,449,1,12
449,217,1,12
217,1720,1,12
1720,217,1,12
217,1747,1,12
1747,217,1,12
217,270,1,12
270,217,1,12
217,141,1,12
141,217,1,12
214,263,1,12
263,214,1,12
214,169,1,12
169,214,1,12
214,1342,1,12
1342,214,1,12
219,1296,1,12
1296,219,1,12
219,1353,1,12
1353,219,1,12
219,1101,1,12
1101,219,1,12
219,1194,1,12
1194,219,1,12
219,1102,1,12
1102,219,1,12
170,130,1,12
130,170,1,12
170,252,1,12
252,170,1,12
170,87,1,12
87,170,1,12
170,128,1,12
128,170,1,12
170,172,1,12
172,170,1,12
170,305,1,12
305,170,1,12
170,1280,1,12
1280,170,1,12
170,767,1,12
767,170,1,12
170,291,1,12
291,170,1,12
233,1011,1,12
1011,233,1,12
233,678,1,12
678,233,1,12
233,77,1,12
77,233,1,12
233,270,1,12
270,233,1,12
233,1098,1,12
1098,233,1,12
233,93,1,12
93,233,1,12
233,1093,1,12
1093,233,1,12
233,272,1,12
272,233,1,12
246,162,1,12
162,246,1,12
246,44,1,12
44,246,1,12
224,602,1,12
602,224,1,12
224,1849,1,12
1849,224,1,12
224,1813,1,12
1813,224,1,12
224,1803,1,12
1803,224,1,12
224,1720,1,12
1720,224,1,12
240,45,1,12
45,240,1,12
240,9,1,12
9,240,1,12
240,1295,1,12
1295,240,1,12
240,82,1,12
82,240,1,12
240,991,1,12
991,240,1,12
240,1193,1,12
1193,240,1,12
240,189,1,12
189,240,1,12
240,1382,1,12
1382,240,1,12
240,1102,1,12
1102,240,1,12
240,119,1,12
119,240,1,12
165,176,1,12
176,165,1,12
165,88,1,12
88,165,1,12
231,330,1,12
330,231,1,12
231,259,1,12
259,231,1,12
231,131,1,12
131,231,1,12
231,256,1,12
256,231,1,12
231,82,1,12
82,231,1,12
231,256,1,12
256,231,1,12
231,106,1,12
106,231,1,12
231,582,1,12
582,231,1,12
231,143,1,12
143,231,1,12
231,114,1,12
114,231,1,12
1839,252,1,12
252,1839,1,12
1839,7,1,12
7,1839,1,12
1839,1757,1,12
1757,1839,1,12
1839,1734,1,12
1734,1839,1,12
1839,154,1,12
154,1839,1,12
1839,472,1,12
472,1839,1,12
1839,766,1,12
766,1839,1,12
1839,1713,1,12
1713,1839,1,12
169,1271,1,12
1271,169,1,12
169,86,1,12
86,169,1,12
169,1048,1,12
1048,169,1,12
169,649,1,12
649,169,1,12
169,128,1,12
128,169,1,12
169,161,1,12
161,169,1,12
169,89,1,12
89,169,1,12
1845,1258,1,12
1258,1845,1,12
1845,118,1,12
118,1845,1,12
1845,299,1,12
299,1845,1,12
1845,314,1,12
314,1845,1,12
1845,1111,1,12
1111,1845,1,12
1845,1388,1,12
1388,1845,1,12
1845,149,1,12
149,1845,1,12
1845,1352,1,12
1352,1845,1,12
1845,114,1,12
114,1845,1,12
238,1813,1,12
1813,238,1,12
238,1816,1,12
1816,238,1,12
238,1720,1,12
1720,238,1,12
238,1838,1,12
1838,238,1,12
220,126,1,12
126,220,1,12
220,7,1,12
7,220,1,12
220,1808,1,12
1808,220,1,12
220,305,1,12
305,220,1,12
220,77,1,12
77,220,1,12
220,82,1,12
82,220,1,12
220,857,1,12
857,220,1,12
220,107,1,12
107,220,1,12
220,83,1,12
83,220,1,12
220,1283,1,12
1283,220,1,12
220,179,1,12
179,220,1,12
220,1208,1,12
1208,220,1,12
220,449,1,12
449,220,1,12
242,152,1,12
152,242,1,12
242,1319,1,12
1319,242,1,12
242,877,1,12
877,242,1,12
222,1749,1,12
1749,222,1,12
222,1713,1,12
1713,222,1,12
222,1728,1,12
1728,222,1,12
222,766,1,12
766,222,1,12
222,1757,1,12
1757,222,1,12
235,1113,1,12
1113,235,1,12
235,1052,1,12
1052,235,1,12
235,109,1,12
109,235,1,12
235,1343,1,12
1343,235,1,12
235,1244,1,12
1244,235,1,12
235,1062,1,12
1062,235,1,12
235,34,1,12
34,235,1,12
235,1245,1,12
1245,235,1,12
204,1306,1,12
1306,204,1,12
204,86,1,12
86,204,1,12
204,199,1,12
199,204,1,12
204,101,1,12
101,204,1,12
204,153,1,12
153,204,1,12
204,113,1,12
113,204,1,12
204,120,1,12
120,204,1,12
204,44,1,12
44,204,1,12
216,126,1,12
126,216,1,12
216,150,1,12
150,216,1,12
234,87,1,12
87,234,1,12
234,252,1,12
252,234,1,12
234,1799,1,12
1799,234,1,12
234,1738,1,12
1738,234,1,12
234,1809,1,12
1809,234,1,12
241,1338,1,12
1338,241,1,12
241,10,1,12
10,241,1,12
241,499,1,12
499,241,1,12
230,103,1,12
103,230,1,12
230,184,1,12
184,230,1,12
230,40,1,12
40,230,1,12
230,1367,1,12
1367,230,1,12
230,1366,1,12
1366,230,1,12
230,1254,1,12
1254,230,1,12
230,1140,1,12
1140,230,1,12
227,145,1,12
145,227,1,12
227,268,1,12
268,227,1,12
227,691,1,12
691,227,1,12
227,151,1,12
151,227,1,12
227,300,1,12
300,227,1,12
227,623,1,12
623,227,1,12
209,93,1,12
93,209,1,12
209,141,1,12
141,209,1,12
209,5,1,12
5,209,1,12
247,109,1,12
109,247,1,12
248,1297,1,12
1297,248,1,12
248,333,1,12
333,248,1,12
248,97,1,12
97,248,1,12
226,152,1,12
152,226,1,12
226,141,1,12
141,226,1,12
226,186,1,12
186,226,1,12
226,216,1,12
216,226,1,12
226,175,1,12
175,226,1,12
226,220,1,12
220,226,1,12
1840,1302,1,12
1302,1840,1,12
1840,1722,1,12
1722,1840,1,12
1840,1825,1,12
1825,1840,1,12
1840,393,1,12
393,1840,1,12
1848,842,1,12
842,1848,1,12
1848,212,1,12
212,1848,1,12
1848,1283,1,12
1283,1848,1,12
1848,1325,1,12
1325,1848,1,12
1848,305,1,12
305,1848,1,12
1848,158,1,12
158,1848,1,12
1848,1758,1,12
1758,1848,1,12
1848,1805,1,12
1805,1848,1,12
1848,449,1,12
449,1848,1,12
1848,1,1,12
1,1848,1,12
1848,103,1,12
103,1848,1,12
1848,132,1,12
132,1848,1,12
1848,126,1,12
126,1848,1,12
1848,1742,1,12
1742,1848,1,12
1848,113,1,12
113,1848,1,12
1848,1720,1,12
1720,1848,1,12
449,0,1,8
0,449,1,8
449,611,1,8
611,449,1,8
449,1293,1,8
1293,449,1,8
444,1002,1,8
1002,444,1,8
461,924,1,8
924,461,1,8
461,764,1,8
764,461,1,8
457,16,1,8
16,457,1,8
457,1029,1,8
1029,457,1,8
457,1292,1,8
1292,457,1,8
457,1288,1,8
1288,457,1,8
457,930,1,8
930,457,1,8
464,1144,1,8
1144,464,1,8
443,345,1,8
345,443,1,8
443,6,1,8
6,443,1,8
443,692,1,8
692,443,1,8
454,1100,1,8
1100,454,1,8
455,1192,1,8
1192,455,1,8
455,1288,1,8
1288,455,1,8
450,16,1,8
16,450,1,8
460,915,1,8
915,460,1,8
460,1327,1,8
1327,460,1,8
458,637,1,8
637,458,1,8
458,1353,1,8
1353,458,1,8
458,1106,1,8
1106,458,1,8
458,39,1,8
39,458,1,8
446,1302,1,8
1302,446,1,8
446,1299,1,8
1299,446,1,8
446,1320,1,8
1320,446,1,8
446,1319,1,8
1319,446,1,8
446,925,1,8
925,446,1,8
451,7,1,8
7,451,1,8
451,1100,1,8
1100,451,1,8
451,42,1,8
42,451,1,8
453,1303,1,8
1303,453,1,8
453,1293,1,8
1293,453,1,8
453,1013,1,8
1013,453,1,8
453,611,1,8
611,453,1,8
448,844,1,8
844,448,1,8
448,602,1,8
602,448,1,8
448,1187,1,8
1187,448,1,8
448,583,1,8
583,448,1,8
448,48,1,8
48,448,1,8
456,775,1,8
775,456,1,8
456,1197,1,8
1197,456,1,8
456,393,1,8
393,456,1,8
445,1102,1,8
1102,445,1,8
445,1296,1,8
1296,445,1,8
459,620,1,8
620,459,1,8
463,1188,1,8
1188,463,1,8
463,393,1,8
393,463,1,8
447,942,1,8
942,447,1,8
447,1090,1,8
1090,447,1,8
447,582,1,8
582,447,1,8
447,6,1,8
6,447,1,8
268,1093,1,9
1093,268,1,9
268,1103,1,9
1103,268,1,9
268,678,1,9
678,268,1,9
268,463,1,9
463,268,1,9
331,919,1,9
919,331,1,9
331,472,1,9
472,331,1,9
331,611,1,9
611,331,1,9
1727,919,1,9
919,1727,1,9
1727,352,1,9
352,1727,1,9
1727,393,1,9
393,1727,1,9
1727,1204,1,9
1204,1727,1,9
1727,462,1,9
462,1727,1,9
1727,1296,1,9
1296,1727,1,9
1727,447,1,9
447,1727,1,9
1727,465,1,9
465,1727,1,9
1727,1293,1,9
1293,1727,1,9
1727,691,1,9
691,1727,1,9
1727,445,1,9
445,1727,1,9
1727,453,1,9
453,1727,1,9
1727,1194,1,9
1194,1727,1,9
1727,861,1,9
861,1727,1,9
1727,345,1,9
345,1727,1,9
291,924,1,9
924,291,1,9
291,150,1,9
150,291,1,9
298,91,1,9
91,298,1,9
298,1326,1,9
1326,298,1,9
323,1328,1,9
1328,323,1,9
323,430,1,9
430,323,1,9
323,1330,1,9
1330,323,1,9
323,382,1,9
382,323,1,9
323,34,1,9
34,323,1,9
323,925,1,9
925,323,1,9
323,581,1,9
581,323,1,9
281,1271,1,9
1271,281,1,9
281,90,1,9
90,281,1,9
281,956,1,9
956,281,1,9
281,743,1,9
743,281,1,9
281,1253,1,9
1253,281,1,9
281,138,1,9
138,281,1,9
281,42,1,9
42,281,1,9
281,387,1,9
387,281,1,9
281,105,1,9
105,281,1,9
314,63,1,9
63,314,1,9
314,1327,1,9
1327,314,1,9
314,1342,1,9
1342,314,1,9
314,1271,1,9
1271,314,1,9
314,42,1,9
42,314,1,9
314,1388,1,9
1388,314,1,9
314,130,1,9
130,314,1,9
314,114,1,9
114,314,1,9
260,33,1,9
33,260,1,9
260,18,1,9
18,260,1,9
254,1391,1,9
1391,254,1,9
254,616,1,9
616,254,1,9
254,990,1,9
990,254,1,9
254,81,1,9
81,254,1,9
322,1234,1,9
1234,322,1,9
322,956,1,9
956,322,1,9
322,784,1,9
784,322,1,9
322,640,1,9
640,322,1,9
317,919,1,9
919,317,1,9
282,1286,1,9
1286,282,1,9
282,1093,1,9
1093,282,1,9
282,1098,1,9
1098,282,1,9
282,924,1,9
924,282,1,9
282,393,1,9
393,282,1,9
282,47,1,9
47,282,1,9
282,1308,1,9
1308,282,1,9
305,126,1,9
126,305,1,9
305,449,1,9
449,305,1,9
305,1283,1,9
1283,305,1,9
305,28,1,9
28,305,1,9
305,159,1,9
159,305,1,9
305,1286,1,9
1286,305,1,9
305,132,1,9
132,305,1,9
305,113,1,9
113,305,1,9
305,42,1,9
42,305,1,9
305,1189,1,9
1189,305,1,9
262,849,1,9
849,262,1,9
262,1302,1,9
1302,262,1,9
262,166,1,9
166,262,1,9
262,393,1,9
393,262,1,9
1726,454,1,9
454,1726,1,9
307,1319,1,9
1319,307,1,9
307,1,1,9
1,307,1,9
307,78,1,9
78,307,1,9
307,1325,1,9
1325,307,1,9
307,1330,1,9
1330,307,1,9
286,1244,1,9
1244,286,1,9
286,805,1,9
805,286,1,9
286,1246,1,9
1246,286,1,9
286,65,1,9
65,286,1,9
318,1364,1,9
1364,318,1,9
318,1365,1,9
1365,318,1,9
318,58,1,9
58,318,1,9
318,1061,1,9
1061,318,1,9
318,82,1,9
82,318,1,9
318,953,1,9
953,318,1,9
259,1001,1,9
1001,259,1,9
259,364,1,9
364,259,1,9
259,993,1,9
993,259,1,9
259,1193,1,9
1193,259,1,9
259,131,1,9
131,259,1,9
308,1151,1,9
1151,308,1,9
308,109,1,9
109,308,1,9
308,1335,1,9
1335,308,1,9
308,128,1,9
128,308,1,9
308,1063,1,9
1063,308,1,9
303,44,1,9
44,303,1,9
1724,88,1,9
88,1724,1,9
1724,1283,1,9
1283,1724,1,9
289,1331,1,9
1331,289,1,9
289,137,1,9
137,289,1,9
289,1250,1,9
1250,289,1,9
289,76,1,9
76,289,1,9
289,1244,1,9
1244,289,1,9
289,840,1,9
840,289,1,9
289,796,1,9
796,289,1,9
288,957,1,9
957,288,1,9
288,110,1,9
110,288,1,9
288,1258,1,9
1258,288,1,9
288,118,1,9
118,288,1,9
288,1259,1,9
1259,288,1,9
288,38,1,9
38,288,1,9
288,1133,1,9
1133,288,1,9
288,106,1,9
106,288,1,9
288,1051,1,9
1051,288,1,9
288,30,1,9
30,288,1,9
288,956,1,9
956,288,1,9
288,1388,1,9
1388,288,1,9
288,1352,1,9
1352,288,1,9
266,1196,1,9
1196,266,1,9
266,925,1,9
925,266,1,9
266,104,1,9
104,266,1,9
266,1353,1,9
1353,266,1,9
266,1186,1,9
1186,266,1,9
266,861,1,9
861,266,1,9
266,924,1,9
924,266,1,9
266,797,1,9
797,266,1,9
266,687,1,9
687,266,1,9
266,1101,1,9
1101,266,1,9
266,1197,1,9
1197,266,1,9
266,690,1,9
690,266,1,9
266,601,1,9
601,266,1,9
266,9,1,9
9,266,1,9
266,136,1,9
136,266,1,9
276,886,1,9
886,276,1,9
276,1383,1,9
1383,276,1,9
276,792,1,9
792,276,1,9
1725,396,1,9
396,1725,1,9
1725,144,1,9
144,1725,1,9
1725,168,1,9
168,1725,1,9
1725,462,1,9
462,1725,1,9
301,541,1,9
541,301,1,9
301,1125,1,9
1125,301,1,9
301,1356,1,9
1356,301,1,9
301,1136,1,9
1136,301,1,9
301,40,1,9
40,301,1,9
301,81,1,9
81,301,1,9
269,1271,1,9
1271,269,1,9
269,956,1,9
956,269,1,9
269,1133,1,9
1133,269,1,9
269,132,1,9
132,269,1,9
269,1388,1,9
1388,269,1,9
269,556,1,9
556,269,1,9
1712,460,1,9
460,1712,1,9
1712,1327,1,9
1327,1712,1,9
1712,6,1,9
6,1712,1,9
311,137,1,9
137,311,1,9
311,1250,1,9
1250,311,1,9
311,90,1,9
90,311,1,9
311,1046,1,9
1046,311,1,9
311,118,1,9
118,311,1,9
311,76,1,9
76,311,1,9
311,120,1,9
120,311,1,9
311,946,1,9
946,311,1,9
311,1244,1,9
1244,311,1,9
311,1044,1,9
1044,311,1,9
311,898,1,9
898,311,1,9
330,860,1,9
860,330,1,9
330,1232,1,9
1232,330,1,9
330,131,1,9
131,330,1,9
330,895,1,9
895,330,1,9
330,149,1,9
149,330,1,9
330,1243,1,9
1243,330,1,9
278,79,1,9
79,278,1,9
295,1372,1,9
1372,295,1,9
295,1342,1,9
1342,295,1,9
327,1122,1,9
1122,327,1,9
327,1271,1,9
1271,327,1,9
327,1223,1,9
1223,327,1,9
327,115,1,9
115,327,1,9
327,1162,1,9
1162,327,1,9
327,965,1,9
965,327,1,9
263,942,1,9
942,263,1,9
263,1125,1,9
1125,263,1,9
263,1262,1,9
1262,263,1,9
263,1342,1,9
1342,263,1,9
263,121,1,9
121,263,1,9
263,142,1,9
142,263,1,9
263,15,1,9
15,263,1,9
263,1385,1,9
1385,263,1,9
263,652,1,9
652,263,1,9
263,1177,1,9
1177,263,1,9
263,644,1,9
644,263,1,9
263,1090,1,9
1090,263,1,9
263,1338,1,9
1338,263,1,9
263,10,1,9
10,263,1,9
258,461,1,9
461,258,1,9
258,1101,1,9
1101,258,1,9
258,36,1,9
36,258,1,9
258,393,1,9
393,258,1,9
253,1113,1,9
1113,253,1,9
253,1052,1,9
1052,253,1,9
253,63,1,9
63,253,1,9
253,510,1,9
510,253,1,9
253,1217,1,9
1217,253,1,9
253,572,1,9
572,253,1,9
253,1245,1,9
1245,253,1,9
287,1280,1,9
1280,287,1,9
287,145,1,9
145,287,1,9
272,1283,1,9
1283,272,1,9
272,5,1,9
5,272,1,9
272,1209,1,9
1209,272,1,9
272,38,1,9
38,272,1,9
272,345,1,9
345,272,1,9
316,656,1,9
656,316,1,9
316,1339,1,9
1339,316,1,9
332,16,1,9
16,332,1,9
332,1280,1,9
1280,332,1,9
309,1040,1,9
1040,309,1,9
309,87,1,9
87,309,1,9
309,948,1,9
948,309,1,9
309,1148,1,9
1148,309,1,9
309,947,1,9
947,309,1,9
309,875,1,9
875,309,1,9
257,1258,1,9
1258,257,1,9
257,364,1,9
364,257,1,9
257,132,1,9
132,257,1,9
257,393,1,9
393,257,1,9
257,1186,1,9
1186,257,1,9
257,1006,1,9
1006,257,1,9
257,113,1,9
113,257,1,9
271,12,1,9
12,271,1,9
271,1285,1,9
1285,271,1,9
271,1286,1,9
1286,271,1,9
271,1101,1,9
1101,271,1,9
271,28,1,9
28,271,1,9
271,849,1,9
849,271,1,9
271,166,1,9
166,271,1,9
271,1093,1,9
1093,271,1,9
271,1289,1,9
1289,271,1,9
261,1203,1,9
1203,261,1,9
280,886,1,9
886,280,1,9
280,66,1,9
66,280,1,9
319,39,1,9
39,319,1,9
319,11,1,9
11,319,1,9
319,1091,1,9
1091,319,1,9
319,602,1,9
602,319,1,9
310,1323,1,9
1323,310,1,9
328,4,1,9
4,328,1,9
325,884,1,9
884,325,1,9
325,1315,1,9
1315,325,1,9
325,1374,1,9
1374,325,1,9
325,494,1,9
494,325,1,9
325,1316,1,9
1316,325,1,9
325,494,1,9
494,325,1,9
294,1218,1,9
1218,294,1,9
294,1217,1,9
1217,294,1,9
293,602,1,9
602,293,1,9
293,7,1,9
7,293,1,9
1707,16,1,9
16,1707,1,9
1707,459,1,9
459,1707,1,9
1716,602,1,9
602,1716,1,9
1716,637,1,9
637,1716,1,9
267,875,1,9
875,267,1,9
300,1280,1,9
1280,300,1,9
300,396,1,9
396,300,1,9
300,1185,1,9
1185,300,1,9
290,91,1,9
91,290,1,9
290,1326,1,9
1326,290,1,9
1720,602,1,9
602,1720,1,9
1720,16,1,9
16,1720,1,9
1720,455,1,9
455,1720,1,9
292,996,1,9
996,292,1,9
1717,775,1,9
775,1717,1,9
1717,145,1,9
145,1717,1,9
1717,602,1,9
602,1717,1,9
1717,931,1,9
931,1717,1,9
1717,456,1,9
456,1717,1,9
296,43,1,9
43,296,1,9
296,1031,1,9
1031,296,1,9
296,1244,1,9
1244,296,1,9
296,1346,1,9
1346,296,1,9
1719,456,1,9
456,1719,1,9
1719,448,1,9
448,1719,1,9
1719,654,1,9
654,1719,1,9
1719,766,1,9
766,1719,1,9
1719,847,1,9
847,1719,1,9
1719,1280,1,9
1280,1719,1,9
255,1342,1,9
1342,255,1,9
255,414,1,9
414,255,1,9
255,1271,1,9
1271,255,1,9
333,1297,1,9
1297,333,1,9
333,1222,1,9
1222,333,1,9
333,895,1,9
895,333,1,9
333,1294,1,9
1294,333,1,9
1715,166,1,9
166,1715,1,9
1715,766,1,9
766,1715,1,9
1715,364,1,9
364,1715,1,9
1715,919,1,9
919,1715,1,9
1715,472,1,9
472,1715,1,9
1723,841,1,9
841,1723,1,9
1723,602,1,9
602,1723,1,9
1723,126,1,9
126,1723,1,9
1723,28,1,9
28,1723,1,9
1705,160,1,9
160,1705,1,9
270,843,1,9
843,270,1,9
270,1006,1,9
1006,270,1,9
270,1093,1,9
1093,270,1,9
273,103,1,9
103,273,1,9
273,1367,1,9
1367,273,1,9
273,140,1,9
140,273,1,9
273,1269,1,9
1269,273,1,9
273,1305,1,9
1305,273,1,9
273,79,1,9
79,273,1,9
1713,747,1,9
747,1713,1,9
1713,9,1,9
9,1713,1,9
1713,848,1,9
848,1713,1,9
1713,45,1,9
45,1713,1,9
1713,364,1,9
364,1713,1,9
306,1293,1,9
1293,306,1,9
306,1371,1,9
1371,306,1,9
306,38,1,9
38,306,1,9
306,345,1,9
345,306,1,9
299,1367,1,9
1367,299,1,9
299,118,1,9
118,299,1,9
299,1366,1,9
1366,299,1,9
274,966,1,9
966,274,1,9
274,1357,1,9
1357,274,1,9
274,720,1,9
720,274,1,9
285,1320,1,9
1320,285,1,9
285,149,1,9
149,285,1,9
285,1037,1,9
1037,285,1,9
285,1200,1,9
1200,285,1,9
285,146,1,9
146,285,1,9
321,1275,1,9
1275,321,1,9
321,1051,1,9
1051,321,1,9
275,1255,1,9
1255,275,1,9
275,160,1,9
160,275,1,9
275,1259,1,9
1259,275,1,9
275,1258,1,9
1258,275,1,9
275,1369,1,9
1369,275,1,9
275,1320,1,9
1320,275,1,9
313,1051,1,9
1051,313,1,9
313,1270,1,9
1270,313,1,9
315,526,1,9
526,315,1,9
315,798,1,9
798,315,1,9
315,1013,1,9
1013,315,1,9
315,1002,1,9
1002,315,1,9
315,930,1,9
930,315,1,9
329,1262,1,9
1262,329,1,9
329,1165,1,9
1165,329,1,9
329,81,1,9
81,329,1,9
329,69,1,9
69,329,1,9
329,152,1,9
152,329,1,9
329,1262,1,9
1262,329,1,9
1721,1002,1,9
1002,1721,1,9
1721,1006,1,9
1006,1721,1,9
1721,1198,1,9
1198,1721,1,9
283,73,1,9
73,283,1,9
283,139,1,9
139,283,1,9
283,165,1,9
165,283,1,9
283,334,1,9
334,283,1,9
283,1383,1,9
1383,283,1,9
283,886,1,9
886,283,1,9
279,64,1,9
64,279,1,9
279,943,1,9
943,279,1,9
279,822,1,9
822,279,1,9
279,806,1,9
806,279,1,9
279,1372,1,9
1372,279,1,9
279,963,1,9
963,279,1,9
1722,760,1,9
760,1722,1,9
1722,1184,1,9
1184,1722,1,9
1722,1,1,9
1,1722,1,9
1722,621,1,9
621,1722,1,9
265,1264,1,9
1264,265,1,9
265,1244,1,9
1244,265,1,9
265,1118,1,9
1118,265,1,9
1709,457,1,9
457,1709,1,9
326,1372,1,9
1372,326,1,9
326,1321,1,9
1321,326,1,9
326,1216,1,9
1216,326,1,9
326,64,1,9
64,326,1,9
326,943,1,9
943,326,1,9
326,963,1,9
963,326,1,9
264,1154,1,9
1154,264,1,9
264,1391,1,9
1391,264,1,9
264,19,1,9
19,264,1,9
264,117,1,9
117,264,1,9
264,1228,1,9
1228,264,1,9
264,163,1,9
163,264,1,9
264,634,1,9
634,264,1,9
256,45,1,9
45,256,1,9
256,1327,1,9
1327,256,1,9
256,861,1,9
861,256,1,9
256,131,1,9
131,256,1,9
256,1222,1,9
1222,256,1,9
252,472,1,9
472,252,1,9
252,1293,1,9
1293,252,1,9
252,614,1,9
614,252,1,9
252,382,1,9
382,252,1,9
252,1283,1,9
1283,252,1,9
252,924,1,9
924,252,1,9
252,849,1,9
849,252,1,9
252,919,1,9
919,252,1,9
297,7,1,9
7,297,1,9
297,364,1,9
364,297,1,9
297,1305,1,9
1305,297,1,9
1714,472,1,9
472,1714,1,9
1714,442,1,9
442,1714,1,9
1714,48,1,9
48,1714,1,9
1714,691,1,9
691,1714,1,9
1714,453,1,9
453,1714,1,9
324,64,1,9
64,324,1,9
324,799,1,9
799,324,1,9
324,428,1,9
428,324,1,9
324,916,1,9
916,324,1,9
324,36,1,9
36,324,1,9
324,701,1,9
701,324,1,9
324,712,1,9
712,324,1,9
324,1104,1,9
1104,324,1,9
324,1128,1,9
1128,324,1,9
324,1372,1,9
1372,324,1,9
324,1236,1,9
1236,324,1,9
277,1246,1,9
1246,277,1,9
277,1111,1,9
1111,277,1,9
277,118,1,9
118,277,1,9
277,70,1,9
70,277,1,9
302,45,1,9
45,302,1,9
302,867,1,9
867,302,1,9
302,1390,1,9
1390,302,1,9
302,1232,1,9
1232,302,1,9
312,851,1,9
851,312,1,9
320,1318,1,9
1318,320,1,9
320,100,1,9
100,320,1,9
320,1244,1,9
1244,320,1,9
320,790,1,9
790,320,1,9
320,877,1,9
877,320,1,9
320,1317,1,9
1317,320,1,9
320,1315,1,9
1315,320,1,9
320,894,1,9
894,320,1,9
320,117,1,9
117,320,1,9
1731,1020,1,10
1020,1731,1,10
1731,1706,1,10
1706,1731,1,10
1731,770,1,10
770,1731,1,10
1731,582,1,10
582,1731,1,10
1731,1708,1,10
1708,1731,1,10
1739,450,1,10
450,1739,1,10
1739,1720,1,10
1720,1739,1,10
1736,526,1,10
526,1736,1,10
1736,602,1,10
602,1736,1,10
1736,1718,1,10
1718,1736,1,10
1741,1280,1,10
1280,1741,1,10
1741,841,1,10
841,1741,1,10
1742,1,1,10
1,1742,1,10
1742,614,1,10
614,1742,1,10
1742,300,1,10
300,1742,1,10
1742,1325,1,10
1325,1742,1,10
1742,1707,1,10
1707,1742,1,10
1742,1293,1,10
1293,1742,1,10
1742,767,1,10
767,1742,1,10
1742,6,1,10
6,1742,1,10
1742,453,1,10
453,1742,1,10
1742,925,1,10
925,1742,1,10
1742,345,1,10
345,1742,1,10
1742,1146,1,10
1146,1742,1,10
1746,1002,1,10
1002,1746,1,10
1746,841,1,10
841,1746,1,10
1729,460,1,10
460,1729,1,10
1729,1713,1,10
1713,1729,1,10
1729,1712,1,10
1712,1729,1,10
1729,1717,1,10
1717,1729,1,10
1729,1714,1,10
1714,1729,1,10
1729,448,1,10
448,1729,1,10
1729,459,1,10
459,1729,1,10
1729,1707,1,10
1707,1729,1,10
1729,304,1,10
304,1729,1,10
1729,364,1,10
364,1729,1,10
1729,352,1,10
352,1729,1,10
1744,1713,1,10
1713,1744,1,10
1735,1725,1,10
1725,1735,1,10
1735,317,1,10
317,1735,1,10
1735,291,1,10
291,1735,1,10
1737,1723,1,10
1723,1737,1,10
1730,1711,1,10
1711,1730,1,10
1730,1712,1,10
1712,1730,1,10
1730,1708,1,10
1708,1730,1,10
1730,443,1,10
443,1730,1,10
1730,1706,1,10
1706,1730,1,10
1730,1710,1,10
1710,1730,1,10
1730,1709,1,10
1709,1730,1,10
1730,457,1,10
457,1730,1,10
1730,142,1,10
142,1730,1,10
1730,16,1,10
16,1730,1,10
1732,463,1,10
463,1732,1,10
1732,1007,1,10
1007,1732,1,10
1732,16,1,10
16,1732,1,10
1732,1105,1,10
1105,1732,1,10
1738,1319,1,10
1319,1738,1,10
1738,448,1,10
448,1738,1,10
1738,297,1,10
297,1738,1,10
1738,1720,1,10
1720,1738,1,10
1738,1719,1,10
1719,1738,1,10
1738,1723,1,10
1723,1738,1,10
1738,602,1,10
602,1738,1,10
1747,144,1,10
144,1747,1,10
1747,451,1,10
451,1747,1,10
1747,1202,1,10
1202,1747,1,10
1747,919,1,10
919,1747,1,10
1747,472,1,10
472,1747,1,10
1747,767,1,10
767,1747,1,10
1747,317,1,10
317,1747,1,10
1747,1720,1,10
1720,1747,1,10
1728,332,1,10
332,1728,1,10
1745,1299,1,10
1299,1745,1,10
1745,6,1,10
6,1745,1,10
1745,583,1,10
583,1745,1,10
1745,582,1,10
582,1745,1,10
1745,2,1,10
2,1745,1,10
1745,48,1,10
48,1745,1,10
1743,300,1,10
300,1743,1,10
1743,108,1,10
108,1743,1,10
1743,1710,1,10
1710,1743,1,10
1743,1290,1,10
1290,1743,1,10
1743,534,1,10
534,1743,1,10
1743,1720,1,10
1720,1743,1,10
1743,1706,1,10
1706,1743,1,10
1734,460,1,10
460,1734,1,10
1734,1712,1,10
1712,1734,1,10
1429,138,1,13
138,1429,1,13
1429,325,1,13
325,1429,1,13
1429,165,1,13
165,1429,1,13
1429,197,1,13
